Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
BM16805,California,No,Basic,College,1/25/2011,Disabled,F,12470,Suburban,Married,103,30,52,1,2,Corporate Auto,Corporate L1,Offer1,Agent,618.688651,SUV,Medsize
IB60476,California,No,Basic,Master,1/25/2011,Unemployed,M,0,Suburban,Married,107,31,41,0,1,Personal Auto,Personal L3,Offer4,Branch,513.6,Sports Car,Medsize
YC63458,California,No,Basic,Bachelor,1/22/2011,Employed,F,86498,Rural,Married,74,13,13,1,5,Personal Auto,Personal L2,Offer3,Agent,8.529778,Two-Door Car,Medsize
VS42598,California,Yes,Basic,Bachelor,1/25/2011,Employed,F,62902,Rural,Married,69,14,94,0,2,Personal Auto,Personal L1,Offer2,Web,159.383042,Two-Door Car,Medsize
BB65725,California,No,Basic,College,2/11/2011,Employed,M,57293,Urban,Married,102,19,87,0,7,Corporate Auto,Corporate L3,Offer1,Agent,347.996042,Sports Car,Medsize
UZ86963,California,No,Extended,High School or Below,1/28/2011,Unemployed,F,0,Suburban,Single,129,33,14,0,3,Corporate Auto,Corporate L2,Offer1,Agent,928.8,Sports Car,Medsize
RR39300,California,No,Extended,High School or Below,2/8/2011,Employed,F,51255,Urban,Married,122,12,0,0,2,Personal Auto,Personal L2,Offer1,Call Center,421.70554,SUV,Medsize
IU25994,California,No,Extended,College,2/16/2011,Unemployed,M,0,Suburban,Married,125,23,4,0,2,Corporate Auto,Corporate L3,Offer3,Branch,626.411563,SUV,Medsize
IO81315,California,No,Basic,College,2/21/2011,Employed,F,69241,Rural,Married,61,14,84,0,1,Personal Auto,Personal L2,Offer3,Web,47.95916,Four-Door Car,Small
JC93010,California,Yes,Basic,Bachelor,1/26/2011,Employed,M,25632,Suburban,Married,63,27,52,0,7,Personal Auto,Personal L2,Offer2,Call Center,351.270869,Two-Door Car,Medsize
XO56170,California,No,Basic,High School or Below,2/13/2011,Employed,F,87428,Urban,Divorced,72,27,42,0,1,Personal Auto,Personal L3,Offer2,Agent,224.483337,Four-Door Car,Medsize
QS65968,California,No,Basic,Master,2/1/2011,Employed,M,98796,Suburban,Married,104,22,32,0,3,Personal Auto,Personal L3,Offer4,Agent,499.2,SUV,Medsize
PT42203,California,No,Premium,College,1/25/2011,Employed,M,78617,Rural,Married,101,3,95,0,3,Corporate Auto,Corporate L1,Offer4,Web,233.169575,Four-Door Car,Medsize
SX87181,California,No,Basic,Bachelor,2/6/2011,Unemployed,F,0,Suburban,Single,65,21,61,0,7,Personal Auto,Personal L3,Offer1,Agent,312,Two-Door Car,Large
RE85409,California,No,Basic,High School or Below,2/21/2011,Employed,M,93893,Rural,Married,67,16,70,0,8,Personal Auto,Personal L2,Offer3,Agent,98.66095,Four-Door Car,Medsize
YW95322,California,No,Extended,Bachelor,1/23/2011,Employed,M,23629,Suburban,Married,88,15,81,0,1,Personal Auto,Personal L1,Offer3,Agent,633.6,Four-Door Car,Small
TL39187,California,No,Extended,Bachelor,2/23/2011,Unemployed,M,0,Suburban,Single,91,24,28,0,8,Corporate Auto,Corporate L3,Offer3,Branch,655.404481,Two-Door Car,Medsize
XP41644,California,No,Basic,High School or Below,1/19/2011,Employed,M,30574,Urban,Single,114,19,10,1,1,Corporate Auto,Corporate L2,Offer3,Web,396.105473,Sports Car,Medsize
FZ89300,California,No,Extended,Bachelor,1/31/2011,Employed,F,69555,Urban,Single,92,16,59,0,1,Personal Auto,Personal L2,Offer1,Agent,255.277041,Four-Door Car,Medsize
ED80746,California,No,Extended,Bachelor,1/17/2011,Medical Leave,M,19634,Suburban,Married,98,29,89,0,6,Corporate Auto,Corporate L3,Offer1,Branch,470.4,Two-Door Car,Small
BD35524,California,No,Basic,Bachelor,2/21/2011,Disabled,M,15776,Suburban,Married,69,20,59,0,1,Personal Auto,Personal L2,Offer2,Call Center,337.596914,Two-Door Car,Medsize
EW68125,California,No,Basic,Bachelor,2/7/2011,Employed,F,46819,Urban,Divorced,62,15,0,0,5,Personal Auto,Personal L2,Offer1,Agent,157.990123,Four-Door Car,Large
TT86956,California,No,Basic,Master,1/15/2011,Employed,F,47950,Urban,Married,65,27,14,0,2,Personal Auto,Personal L3,Offer3,Call Center,301.867895,Four-Door Car,Large
KA67497,California,No,Basic,High School or Below,2/2/2011,Unemployed,F,0,Suburban,Single,63,16,35,1,2,Personal Auto,Personal L3,Offer1,Agent,302.4,Two-Door Car,Medsize
TM68292,California,No,Basic,Master,1/6/2011,Medical Leave,F,12626,Suburban,Single,69,31,15,4,3,Personal Auto,Personal L2,Offer4,Branch,331.2,Four-Door Car,Small
SC23927,California,Yes,Extended,High School or Below,2/18/2011,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal Auto,Personal L2,Offer2,Agent,638.4,SUV,Medsize
BO92934,California,No,Extended,High School or Below,2/16/2011,Disabled,M,24392,Suburban,Married,93,2,63,0,2,Personal Auto,Personal L1,Offer2,Agent,446.4,Four-Door Car,Small
XR82418,California,Yes,Basic,Bachelor,1/11/2011,Employed,M,86305,Rural,Married,62,1,99,0,5,Personal Auto,Personal L1,Offer2,Call Center,80.73124,Four-Door Car,Medsize
XS56253,California,No,Basic,Bachelor,2/15/2011,Unemployed,M,0,Suburban,Single,110,18,95,3,7,Personal Auto,Personal L3,Offer1,Agent,1011.772647,Sports Car,Medsize
UC34044,California,No,Basic,College,1/27/2011,Employed,F,56701,Suburban,Married,65,34,36,0,1,Personal Auto,Personal L1,Offer4,Web,333.441673,Four-Door Car,Small
MU64306,California,No,Basic,College,2/6/2011,Employed,M,57074,Rural,Married,105,28,19,0,3,Personal Auto,Personal L2,Offer2,Web,80.129332,SUV,Medsize
UI33675,California,No,Basic,Bachelor,1/21/2011,Unemployed,M,0,Suburban,Single,72,17,87,0,8,Personal Auto,Personal L2,Offer2,Branch,345.6,Two-Door Car,Medsize
UX24010,California,No,Basic,Bachelor,1/4/2011,Employed,F,53614,Suburban,Married,65,25,70,1,5,Personal Auto,Personal L1,Offer1,Agent,725.849253,Four-Door Car,Small
GC69429,California,No,Extended,Master,1/14/2011,Unemployed,M,0,Suburban,Divorced,135,18,56,0,2,Personal Auto,Personal L2,Offer1,Branch,648,SUV,Medsize
XA27299,California,No,Extended,Bachelor,1/24/2011,Unemployed,M,0,Suburban,Single,128,35,71,0,2,Personal Auto,Personal L2,Offer2,Agent,789.775123,SUV,Medsize
MT39460,California,No,Basic,Master,2/19/2011,Employed,M,76441,Urban,Single,62,22,61,0,1,Personal Auto,Personal L2,Offer2,Branch,294.258612,Four-Door Car,Medsize
NM33351,California,No,Extended,Bachelor,2/26/2011,Employed,F,86134,Rural,Divorced,98,17,78,0,2,Corporate Auto,Corporate L3,Offer1,Agent,3.246203,Two-Door Car,Small
IR29181,California,No,Premium,High School or Below,2/14/2011,Employed,M,45262,Suburban,Married,117,25,32,0,7,Corporate Auto,Corporate L2,Offer1,Branch,842.4,Four-Door Car,Small
TE79454,California,No,Extended,Bachelor,1/8/2011,Unemployed,F,0,Suburban,Single,222,26,50,0,8,Personal Auto,Personal L2,Offer1,Branch,1123.485329,Luxury Car,Medsize
US34108,California,No,Basic,Bachelor,2/19/2011,Employed,F,27725,Suburban,Married,63,1,93,4,4,Personal Auto,Personal L1,Offer1,Branch,302.4,Four-Door Car,Medsize
LG45849,California,No,Premium,Doctor,1/19/2011,Employed,M,27985,Suburban,Married,117,8,90,0,1,Personal Auto,Personal L2,Offer4,Call Center,561.6,Two-Door Car,Small
FI25204,California,No,Extended,Master,2/16/2011,Employed,F,29673,Urban,Single,92,21,49,2,1,Corporate Auto,Corporate L3,Offer2,Branch,328.348506,Two-Door Car,Medsize
YM24620,California,No,Basic,Master,1/4/2011,Employed,M,24790,Suburban,Married,113,4,39,0,1,Personal Auto,Personal L2,Offer3,Agent,767.242337,SUV,Small
UG49494,California,No,Basic,High School or Below,1/13/2011,Employed,F,57846,Suburban,Single,73,7,42,1,3,Personal Auto,Personal L1,Offer1,Agent,481.014309,Four-Door Car,Medsize
VM77872,California,No,Premium,High School or Below,1/5/2011,Unemployed,M,0,Suburban,Single,111,22,95,0,3,Corporate Auto,Corporate L3,Offer3,Branch,799.2,Four-Door Car,Large
EY49684,California,No,Basic,Bachelor,2/25/2011,Unemployed,F,0,Rural,Divorced,61,16,57,0,1,Personal Auto,Personal L3,Offer1,Agent,32.454659,Four-Door Car,Medsize
XB70333,California,No,Premium,High School or Below,1/17/2011,Retired,M,10738,Suburban,Single,109,5,36,4,3,Personal Auto,Personal L3,Offer1,Agent,852.256188,Four-Door Car,Medsize
BC75105,California,No,Extended,College,1/23/2011,Employed,M,45587,Urban,Divorced,81,8,49,5,1,Personal Auto,Personal L3,Offer3,Agent,380.595522,Four-Door Car,Medsize
BR22486,California,No,Basic,College,2/27/2011,Employed,F,82940,Suburban,Single,63,12,56,0,3,Personal Auto,Personal L2,Offer3,Agent,332.847984,Four-Door Car,Medsize
JT27173,California,No,Basic,College,1/17/2011,Employed,M,42633,Urban,Married,101,4,29,0,1,Corporate Auto,Corporate L2,Offer1,Agent,285.048692,SUV,Medsize
AT31367,California,Yes,Extended,College,2/16/2011,Retired,F,18577,Suburban,Divorced,86,21,76,0,6,Corporate Auto,Corporate L2,Offer1,Branch,412.8,Four-Door Car,Medsize
EW17514,California,Yes,Premium,Master,1/26/2011,Employed,M,60880,Rural,Married,119,25,89,0,2,Personal Auto,Personal L2,Offer1,Agent,109.906628,Two-Door Car,Medsize
QJ31447,California,No,Basic,Master,2/7/2011,Employed,M,22582,Suburban,Married,61,0,74,0,2,Personal Auto,Personal L1,Offer2,Web,292.8,Four-Door Car,Medsize
BC85847,California,No,Basic,Bachelor,1/22/2011,Unemployed,F,0,Suburban,Single,64,0,72,0,2,Corporate Auto,Corporate L1,Offer1,Call Center,585.058877,Four-Door Car,Small
FP53421,California,No,Basic,High School or Below,1/19/2011,Retired,M,25944,Suburban,Divorced,70,20,34,0,2,Personal Auto,Personal L3,Offer4,Branch,336,Four-Door Car,Medsize
ZF54421,California,Yes,Extended,High School or Below,1/20/2011,Employed,M,34498,Suburban,Single,83,30,72,0,7,Personal Auto,Personal L2,Offer2,Branch,398.4,Two-Door Car,Small
EG81847,California,No,Extended,High School or Below,1/29/2011,Employed,F,31027,Suburban,Single,124,30,66,1,2,Personal Auto,Personal L1,Offer1,Call Center,597.578875,SUV,Medsize
SE21603,California,No,Basic,Bachelor,1/23/2011,Unemployed,M,0,Suburban,Single,71,10,20,0,1,Corporate Auto,Corporate L3,Offer1,Branch,484.87847,Four-Door Car,Medsize
RA47157,California,No,Extended,High School or Below,2/18/2011,Employed,M,45609,Urban,Married,87,4,30,0,1,Corporate Auto,Corporate L2,Offer4,Agent,246.515921,Two-Door Car,Medsize
ZA45956,California,Yes,Premium,Master,2/13/2011,Disabled,F,16181,Suburban,Divorced,181,22,79,0,8,Personal Auto,Personal L2,Offer1,Web,1261.319869,SUV,Medsize
PB93081,California,No,Premium,High School or Below,2/10/2011,Employed,M,41195,Rural,Married,160,32,33,0,1,Corporate Auto,Corporate L3,Offer4,Branch,323.1897,SUV,Small
ZE49470,California,No,Basic,Master,1/28/2011,Employed,F,76194,Urban,Single,119,5,85,0,1,Personal Auto,Personal L2,Offer1,Agent,388.313599,SUV,Large
QW72605,California,No,Extended,Bachelor,1/27/2011,Unemployed,F,0,Suburban,Single,138,11,84,0,9,Personal Auto,Personal L2,Offer2,Call Center,666.977979,SUV,Large
MG53211,California,No,Extended,College,1/8/2011,Employed,F,60097,Urban,Single,82,11,62,0,1,Personal Auto,Personal L3,Offer3,Branch,278.735779,Four-Door Car,Medsize
YB49540,California,No,Basic,College,1/19/2011,Employed,F,95017,Suburban,Married,65,5,36,0,3,Personal Auto,Personal L3,Offer2,Web,324.99944,Four-Door Car,Medsize
FY77803,California,No,Basic,High School or Below,1/11/2011,Unemployed,F,0,Suburban,Married,68,34,31,0,2,Corporate Auto,Corporate L1,Offer4,Call Center,326.4,Four-Door Car,Medsize
KX64629,California,No,Basic,College,1/18/2011,Unemployed,F,0,Suburban,Single,64,3,26,0,1,Personal Auto,Personal L3,Offer4,Call Center,744.924331,Four-Door Car,Medsize
IN28584,California,No,Extended,Bachelor,1/2/2011,Employed,F,83547,Rural,Married,137,6,14,1,2,Personal Auto,Personal L2,Offer1,Call Center,75.663572,SUV,Medsize
FP66891,California,No,Basic,Bachelor,1/17/2011,Unemployed,M,0,Suburban,Single,65,18,63,0,1,Personal Auto,Personal L1,Offer1,Agent,319.49223,Four-Door Car,Large
TT97465,California,No,Basic,College,2/15/2011,Employed,M,57561,Suburban,Married,62,18,57,1,2,Corporate Auto,Corporate L3,Offer1,Agent,298.430234,Four-Door Car,Medsize
AM88377,California,No,Basic,Bachelor,2/23/2011,Retired,F,10180,Suburban,Married,65,17,99,0,4,Corporate Auto,Corporate L2,Offer1,Branch,455.654032,Two-Door Car,Medsize
JA47688,California,No,Extended,Master,2/27/2011,Employed,M,40658,Suburban,Single,90,25,20,0,1,Personal Auto,Personal L2,Offer3,Branch,502.873215,Two-Door Car,Medsize
GP87031,California,No,Extended,College,1/30/2011,Medical Leave,F,23554,Suburban,Divorced,86,7,17,0,1,Corporate Auto,Corporate L3,Offer4,Web,412.8,Four-Door Car,Small
ZV43350,California,No,Premium,Bachelor,2/11/2011,Unemployed,F,0,Suburban,Married,119,30,95,0,1,Personal Auto,Personal L2,Offer1,Branch,571.2,Four-Door Car,Medsize
TG37259,California,No,Extended,Master,1/22/2011,Employed,M,28989,Suburban,Married,85,12,7,0,1,Personal Auto,Personal L2,Offer2,Call Center,408,Four-Door Car,Medsize
KM22467,California,No,Basic,Bachelor,1/6/2011,Employed,M,55898,Suburban,Married,69,35,87,0,6,Personal Auto,Personal L3,Offer1,Agent,441.951758,Two-Door Car,Medsize
JB32090,California,No,Extended,High School or Below,1/6/2011,Employed,F,53441,Suburban,Married,76,11,78,0,1,Personal Auto,Personal L3,Offer4,Agent,364.8,Two-Door Car,Medsize
EY78874,California,No,Basic,Doctor,2/11/2011,Medical Leave,M,20848,Suburban,Married,71,9,76,0,1,Corporate Auto,Corporate L1,Offer4,Agent,350.143872,Four-Door Car,Small
ZT60177,California,No,Basic,High School or Below,2/20/2011,Unemployed,F,0,Suburban,Single,108,4,29,0,1,Personal Auto,Personal L3,Offer1,Web,932.654942,Sports Car,Medsize
RV92809,California,Yes,Basic,College,2/5/2011,Medical Leave,M,22520,Suburban,Married,73,17,64,0,3,Personal Auto,Personal L2,Offer1,Branch,350.4,Four-Door Car,Medsize
VI69768,California,No,Basic,Bachelor,1/25/2011,Employed,M,69781,Suburban,Married,119,25,49,0,2,Personal Auto,Personal L1,Offer2,Call Center,849.208601,SUV,Small
NP40205,California,No,Extended,Bachelor,2/3/2011,Employed,M,99711,Rural,Married,98,24,24,0,7,Corporate Auto,Corporate L3,Offer2,Branch,11.549207,Four-Door Car,Small
LZ56963,California,No,Basic,College,1/8/2011,Employed,F,25785,Suburban,Single,112,8,22,1,4,Corporate Auto,Corporate L2,Offer1,Call Center,537.6,SUV,Small
CO56168,California,No,Basic,High School or Below,1/24/2011,Employed,M,62638,Urban,Married,100,20,62,0,1,Personal Auto,Personal L2,Offer2,Agent,441.988868,SUV,Small
HJ64239,California,No,Basic,College,1/1/2011,Unemployed,F,0,Suburban,Single,113,25,55,0,3,Corporate Auto,Corporate L3,Offer1,Agent,813.6,SUV,Medsize
WX80471,California,No,Extended,High School or Below,1/27/2011,Employed,M,56875,Rural,Married,84,0,70,0,6,Personal Auto,Personal L2,Offer3,Branch,145.448401,Two-Door Car,Medsize
EH51056,California,No,Basic,High School or Below,1/20/2011,Employed,M,93102,Suburban,Married,68,24,2,0,1,Personal Auto,Personal L2,Offer4,Branch,578.945761,Two-Door Car,Small
DK19711,California,No,Basic,College,1/30/2011,Employed,M,25564,Urban,Divorced,71,29,58,0,6,Personal Auto,Personal L3,Offer1,Agent,228.515513,Four-Door Car,Medsize
ZJ71004,California,No,Basic,Bachelor,1/20/2011,Employed,F,29918,Rural,Married,62,1,53,0,1,Personal Auto,Personal L3,Offer4,Web,108.892382,Four-Door Car,Medsize
CE68841,California,No,Basic,Bachelor,1/15/2011,Employed,F,95891,Rural,Married,102,3,13,0,1,Corporate Auto,Corporate L1,Offer1,Agent,34.235959,SUV,Medsize
HX41374,California,No,Extended,High School or Below,1/14/2011,Employed,M,72988,Rural,Married,127,6,77,0,2,Personal Auto,Personal L3,Offer3,Call Center,276.503559,SUV,Medsize
QE13586,California,Yes,Extended,High School or Below,1/7/2011,Employed,M,44368,Suburban,Married,80,5,72,0,3,Personal Auto,Personal L2,Offer2,Call Center,384,Two-Door Car,Large
PA20570,California,No,Extended,Bachelor,2/2/2011,Employed,M,84146,Suburban,Married,82,0,79,0,7,Personal Auto,Personal L1,Offer4,Agent,464.714188,Four-Door Car,Medsize
MB91424,California,No,Basic,College,2/10/2011,Employed,M,36259,Suburban,Married,63,14,60,0,2,Corporate Auto,Corporate L3,Offer4,Branch,302.4,Four-Door Car,Medsize
QW98193,California,No,Basic,College,1/27/2011,Employed,M,56480,Suburban,Single,101,32,65,0,1,Corporate Auto,Corporate L2,Offer3,Branch,617.650751,SUV,Medsize
TS53731,California,No,Basic,College,2/20/2011,Employed,F,79674,Rural,Married,107,29,50,0,3,Personal Auto,Personal L2,Offer3,Call Center,9.275859,SUV,Medsize
WK55963,California,No,Basic,College,1/2/2011,Employed,M,61036,Suburban,Married,68,2,75,0,2,Corporate Auto,Corporate L3,Offer3,Web,413.25233,Two-Door Car,Medsize
CE71123,California,No,Basic,Bachelor,2/20/2011,Employed,F,33235,Rural,Single,110,18,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,113.804117,SUV,Small
KK38827,California,Yes,Basic,Master,1/17/2011,Employed,F,29462,Suburban,Single,107,28,23,1,1,Personal Auto,Personal L2,Offer2,Branch,513.6,SUV,Large
YH81239,California,No,Extended,High School or Below,1/13/2011,Employed,M,48131,Suburban,Divorced,82,6,86,0,3,Personal Auto,Personal L3,Offer1,Call Center,393.6,Four-Door Car,Medsize
MD32702,California,No,Basic,Bachelor,1/6/2011,Unemployed,F,0,Suburban,Single,109,25,21,1,1,Personal Auto,Personal L3,Offer1,Call Center,523.2,SUV,Medsize
UK79109,California,Yes,Basic,College,1/11/2011,Employed,M,37937,Suburban,Married,116,11,42,0,5,Corporate Auto,Corporate L1,Offer2,Call Center,556.8,SUV,Medsize
TV37646,California,No,Basic,College,2/12/2011,Employed,F,70012,Suburban,Married,119,22,33,0,1,Personal Auto,Personal L3,Offer4,Agent,755.19863,SUV,Small
QS35019,California,Yes,Premium,Master,1/26/2011,Employed,M,60880,Rural,Married,119,25,89,0,2,Personal Auto,Personal L2,Offer1,Agent,109.906628,Two-Door Car,Medsize
RJ62038,California,No,Extended,High School or Below,2/26/2011,Unemployed,M,0,Suburban,Single,82,34,5,0,2,Personal Auto,Personal L1,Offer2,Web,590.4,Four-Door Car,Small
VX94337,California,No,Basic,High School or Below,2/14/2011,Employed,M,59762,Suburban,Divorced,113,27,91,0,3,Corporate Auto,Corporate L3,Offer3,Call Center,542.4,SUV,Medsize
GM54723,California,No,Basic,Bachelor,2/2/2011,Unemployed,M,0,Suburban,Single,65,19,87,0,2,Corporate Auto,Corporate L2,Offer1,Branch,413.288528,Four-Door Car,Small
ET39822,California,Yes,Basic,Bachelor,1/25/2011,Employed,F,62902,Rural,Married,69,14,94,0,2,Personal Auto,Personal L2,Offer2,Web,159.383042,Two-Door Car,Medsize
WA94988,California,No,Extended,Bachelor,2/3/2011,Employed,F,57245,Suburban,Single,124,25,15,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,681.577742,Sports Car,Small
WZ23060,California,No,Premium,Bachelor,2/16/2011,Employed,F,39040,Suburban,Married,174,4,34,0,1,Personal Auto,Personal L2,Offer2,Web,835.2,SUV,Medsize
HK84372,California,No,Basic,High School or Below,2/6/2011,Unemployed,M,0,Suburban,Single,70,14,95,0,1,Personal Auto,Personal L2,Offer1,Agent,504,Four-Door Car,Small
WG28563,California,No,Basic,Doctor,1/4/2011,Employed,F,70914,Rural,Married,68,15,82,0,3,Personal Auto,Personal L3,Offer1,Agent,77.695518,Four-Door Car,Medsize
KE70943,California,No,Extended,College,1/20/2011,Employed,F,97238,Suburban,Divorced,126,6,91,0,3,Personal Auto,Personal L3,Offer3,Web,604.8,SUV,Medsize
LD76400,California,No,Extended,Bachelor,1/31/2011,Employed,F,42522,Suburban,Married,132,3,85,0,2,Corporate Auto,Corporate L1,Offer3,Agent,909.876614,SUV,Medsize
DR54244,California,No,Basic,High School or Below,2/4/2011,Unemployed,F,0,Suburban,Married,67,16,66,0,1,Personal Auto,Personal L3,Offer1,Call Center,321.6,Four-Door Car,Medsize
FV63234,California,No,Basic,Bachelor,2/28/2011,Unemployed,F,0,Suburban,Divorced,67,3,69,0,7,Personal Auto,Personal L2,Offer2,Branch,321.6,Four-Door Car,Medsize
IV60781,California,Yes,Extended,Doctor,1/8/2011,Employed,F,37384,Suburban,Married,99,9,17,0,1,Personal Auto,Personal L1,Offer2,Agent,475.2,Four-Door Car,Medsize
AK59340,California,No,Basic,High School or Below,1/5/2011,Employed,M,42360,Rural,Single,71,29,62,0,8,Corporate Auto,Corporate L3,Offer1,Branch,99.509191,Four-Door Car,Medsize
NF78904,California,No,Basic,Bachelor,1/12/2011,Employed,F,67871,Rural,Married,61,1,21,0,2,Corporate Auto,Corporate L2,Offer1,Branch,10.475529,Four-Door Car,Medsize
IS55638,California,No,Basic,College,2/18/2011,Employed,F,29932,Suburban,Married,64,34,5,0,2,Personal Auto,Personal L2,Offer1,Branch,319.710124,Two-Door Car,Medsize
RD40721,California,No,Extended,High School or Below,1/11/2011,Unemployed,M,0,Suburban,Divorced,78,14,68,0,5,Corporate Auto,Corporate L3,Offer3,Agent,748.774773,Four-Door Car,Medsize
ZF70768,California,No,Premium,High School or Below,1/1/2011,Employed,M,82758,Rural,Married,101,16,37,0,1,Personal Auto,Personal L2,Offer2,Branch,179.430114,Two-Door Car,Large
FH68849,California,No,Basic,Bachelor,1/23/2011,Unemployed,F,0,Suburban,Single,117,13,47,0,2,Personal Auto,Personal L2,Offer2,Web,842.4,SUV,Medsize
ZO42514,California,No,Premium,Bachelor,2/26/2011,Employed,F,96331,Urban,Divorced,114,33,38,0,9,Personal Auto,Personal L3,Offer3,Agent,491.027024,Two-Door Car,Medsize
FR66336,California,Yes,Basic,High School or Below,2/21/2011,Unemployed,M,0,Suburban,Married,73,17,44,0,7,Personal Auto,Personal L3,Offer2,Call Center,496.474767,Two-Door Car,Medsize
MQ84363,California,No,Extended,Bachelor,2/28/2011,Employed,M,58971,Urban,Divorced,94,12,75,1,2,Corporate Auto,Corporate L1,Offer1,Agent,318.882053,Four-Door Car,Medsize
UC75204,California,No,Basic,High School or Below,2/11/2011,Unemployed,F,0,Suburban,Single,186,11,31,0,8,Personal Auto,Personal L3,Offer1,Branch,1339.2,Luxury SUV,Small
WN56695,California,No,Premium,College,2/11/2011,Unemployed,M,0,Suburban,Married,118,30,52,0,7,Personal Auto,Personal L2,Offer1,Web,566.4,Four-Door Car,Medsize
MF59279,California,No,Basic,Bachelor,2/15/2011,Unemployed,M,0,Suburban,Single,63,26,78,0,7,Personal Auto,Personal L1,Offer1,Agent,302.4,Two-Door Car,Small
US30122,California,No,Basic,College,2/28/2011,Unemployed,M,0,Suburban,Single,198,2,75,0,2,Corporate Auto,Corporate L3,Offer2,Branch,2275.265075,Luxury Car,Medsize
IM15403,California,No,Extended,College,2/1/2011,Employed,M,44980,Urban,Divorced,81,2,27,0,2,Corporate Auto,Corporate L2,Offer3,Agent,333.478333,Two-Door Car,Medsize
IH18704,California,No,Basic,Master,1/30/2011,Disabled,M,23566,Suburban,Married,112,3,43,0,1,Personal Auto,Personal L2,Offer2,Agent,537.6,SUV,Medsize
FP27229,California,No,Extended,College,1/5/2011,Employed,F,54603,Suburban,Single,86,29,68,0,1,Corporate Auto,Corporate L3,Offer1,Agent,412.8,Four-Door Car,Medsize
ZA60820,California,No,Basic,High School or Below,1/14/2011,Unemployed,M,0,Suburban,Single,67,7,72,0,1,Personal Auto,Personal L2,Offer2,Call Center,482.4,Two-Door Car,Medsize
WT65970,California,No,Extended,High School or Below,1/2/2011,Unemployed,F,0,Suburban,Single,99,0,53,0,5,Personal Auto,Personal L2,Offer1,Agent,715.039363,Four-Door Car,Medsize
IX10511,California,No,Basic,College,2/8/2011,Unemployed,M,0,Suburban,Single,117,11,29,0,1,Personal Auto,Personal L3,Offer1,Branch,842.4,Sports Car,Medsize
XB71208,California,No,Basic,College,2/14/2011,Employed,F,96314,Urban,Single,69,2,76,0,1,Personal Auto,Personal L3,Offer2,Agent,296.995798,Four-Door Car,Medsize
QI99143,California,No,Extended,Bachelor,1/28/2011,Employed,F,31168,Urban,Married,78,14,42,0,1,Corporate Auto,Corporate L1,Offer1,Agent,289.386343,Four-Door Car,Medsize
XQ19310,California,No,Basic,High School or Below,1/16/2011,Unemployed,F,0,Suburban,Single,71,16,4,0,5,Personal Auto,Personal L3,Offer2,Call Center,358.985713,Two-Door Car,Medsize
HK40573,California,No,Extended,College,1/8/2011,Employed,M,52174,Urban,Married,121,22,25,0,2,Personal Auto,Personal L2,Offer1,Call Center,403.737293,SUV,Medsize
NN65590,California,No,Basic,College,2/10/2011,Employed,F,72335,Suburban,Single,69,23,35,0,1,Personal Auto,Personal L1,Offer2,Web,331.2,Four-Door Car,Medsize
NG15940,California,No,Basic,High School or Below,1/16/2011,Unemployed,M,0,Suburban,Single,62,25,79,1,3,Corporate Auto,Corporate L3,Offer3,Agent,552.845318,Four-Door Car,Medsize
UE96503,California,No,Basic,Doctor,2/5/2011,Unemployed,M,0,Suburban,Married,73,1,60,0,5,Corporate Auto,Corporate L2,Offer4,Web,350.4,Four-Door Car,Medsize
AE90216,California,Yes,Basic,Bachelor,1/18/2011,Employed,M,75644,Suburban,Divorced,65,5,68,3,9,Personal Auto,Personal L2,Offer2,Branch,467.803638,Two-Door Car,Medsize
LJ20215,California,No,Extended,High School or Below,1/23/2011,Unemployed,F,0,Suburban,Single,95,18,75,0,1,Corporate Auto,Corporate L3,Offer1,Agent,679.052398,Four-Door Car,Medsize
PF78020,California,No,Basic,College,2/15/2011,Employed,M,20075,Suburban,Married,71,0,28,0,3,Personal Auto,Personal L2,Offer1,Agent,371.679189,Four-Door Car,Small
IU71285,California,No,Extended,Bachelor,1/16/2011,Employed,F,33786,Rural,Divorced,89,15,94,1,3,Personal Auto,Personal L2,Offer1,Call Center,75.110004,Two-Door Car,Large
RM93459,California,Yes,Basic,College,2/28/2011,Unemployed,M,0,Suburban,Divorced,73,9,94,0,2,Personal Auto,Personal L3,Offer1,Agent,350.4,Two-Door Car,Medsize
XV53963,California,No,Extended,High School or Below,1/10/2011,Employed,M,96721,Suburban,Married,138,4,50,1,7,Personal Auto,Personal L3,Offer2,Web,662.4,SUV,Medsize
ZK71157,California,No,Basic,Bachelor,2/27/2011,Employed,F,40833,Urban,Single,69,13,84,0,6,Corporate Auto,Corporate L1,Offer2,Call Center,294.591676,Four-Door Car,Medsize
FS31523,California,No,Extended,High School or Below,2/1/2011,Unemployed,F,0,Suburban,Married,122,32,6,2,7,Personal Auto,Personal L3,Offer2,Call Center,585.6,SUV,Small
NH99355,California,No,Basic,High School or Below,1/6/2011,Unemployed,M,0,Suburban,Married,62,29,59,0,3,Personal Auto,Personal L2,Offer3,Call Center,297.6,Four-Door Car,Medsize
